time,VNINDEX,ACB,DGC,DGW,DHC,FMC,FPT,FRT,GIL,HDG,HPG,IDC,IDV,IJC,MBB,MWG,NTL,PDR,PNJ,PTB,PHR,QNS,REE,SSI,TCB,THG,TNG,TPB,CTR,TVS,VCB,VCI,VCS,BVB,VPB
20250116,1242.36,20.76,109.8,36.79,29.63,43.58,145.25,184.3,17.85,27.1,26.3,52.44,32.52,13.55,21.4,57.8,16.65,18.6,94.42,61.0,50.8,48.27,56.27,24.4,23.85,48.08,22.2,14.96,128.8,18.3,62.01,32.17,60.0,11.27,17.91
20250115,1236.18,20.8,109.3,36.69,29.71,43.58,144.26,185.0,17.65,27.45,26.2,51.19,32.52,13.55,21.35,57.3,16.4,18.8,93.72,61.0,50.6,48.17,55.67,24.15,23.7,48.48,22.3,14.92,126.0,18.15,61.14,31.82,59.9,11.27,17.91
20250114,1229.07,20.6,108.9,36.88,28.82,43.11,143.87,185.0,17.45,27.0,25.85,51.48,32.52,13.4,21.3,57.2,16.3,18.4,94.82,61.2,50.4,48.17,56.1,23.95,23.6,48.13,22.11,14.82,125.3,18.35,61.34,31.62,59.5,11.17,17.67
20250113,1235.65,20.68,110.5,36.93,29.23,43.39,146.35,185.0,17.7,27.3,25.9,51.96,32.52,13.3,21.5,57.3,16.6,18.75,93.82,62.0,49.7,47.98,55.76,24.15,23.8,48.08,22.2,14.82,125.3,18.45,61.47,31.92,59.3,11.17,17.82
20250110,1230.48,20.64,110.0,36.84,29.27,42.68,146.05,183.5,17.8,26.95,25.55,51.57,32.44,13.3,21.15,57.5,16.3,18.05,93.23,62.6,50.0,47.88,55.15,23.7,23.4,48.18,22.3,14.82,124.5,18.4,61.14,31.27,59.5,11.17,18.01
20250109,1245.77,20.85,112.2,37.23,29.88,43.53,147.54,184.5,18.45,27.6,26.0,52.83,32.7,13.65,21.5,57.7,16.75,19.0,94.52,63.4,51.5,48.56,55.24,24.4,23.95,48.43,22.77,15.01,127.1,18.65,61.47,31.57,60.8,11.27,18.2
20250108,1251.02,20.89,112.4,37.33,29.96,44.01,147.04,184.0,18.75,27.9,26.25,52.64,32.87,13.8,21.6,58.1,17.0,19.3,95.41,63.5,51.8,48.56,54.98,24.7,23.95,48.87,22.86,15.1,128.5,18.9,61.81,31.92,61.2,11.17,18.35
20250107,1246.95,20.89,112.3,37.23,29.92,43.49,148.82,185.5,18.45,27.55,26.05,52.73,32.7,13.65,21.65,57.1,16.7,18.85,94.02,63.6,51.0,48.18,55.58,24.55,23.65,48.82,22.77,15.01,130.0,19.0,61.74,31.57,61.0,11.17,18.2
20250106,1246.35,20.72,112.5,38.21,30.77,43.77,148.03,186.0,19.3,27.65,26.05,52.64,32.7,13.6,21.22,57.0,17.5,19.6,96.21,63.5,51.9,48.46,54.9,24.9,23.6,48.97,22.77,14.96,131.5,19.0,62.14,32.07,60.8,11.07,18.3
20250103,1254.59,20.97,115.5,39.59,31.21,44.15,147.73,187.5,20.7,28.65,26.6,53.41,32.87,13.85,21.48,58.6,18.3,20.45,96.01,65.0,52.6,48.75,56.1,25.35,23.6,49.46,23.9,15.1,129.5,19.1,61.54,32.56,62.5,11.36,18.25
20250102,1269.71,21.39,116.6,40.68,30.56,44.2,150.71,186.8,20.85,29.05,27.0,54.08,33.13,14.1,21.91,60.6,18.4,20.7,97.3,66.2,53.0,48.65,57.47,25.95,24.35,49.16,23.9,15.43,125.5,19.4,61.47,33.36,63.4,11.46,18.64
20241231,1266.78,21.56,116.6,39.59,30.52,44.53,151.2,185.6,20.8,28.5,26.65,53.8,33.04,13.85,21.83,61.0,18.35,20.7,97.3,66.3,53.2,46.96,58.24,26.05,24.65,48.67,23.71,15.52,124.5,19.7,61.0,32.96,63.5,11.36,18.69
20241230,1272.02,21.22,116.1,39.99,30.32,44.39,149.22,185.0,20.95,29.0,26.75,53.89,32.87,13.85,21.57,61.0,18.65,21.0,96.91,64.13,52.8,48.46,57.47,26.45,24.4,48.62,23.71,15.52,123.0,19.3,61.54,33.36,63.0,11.36,18.74
20241227,1275.14,21.35,117.0,40.23,31.01,44.39,148.33,183.8,21.35,29.05,26.85,53.99,33.13,13.95,21.78,61.4,18.9,20.6,97.0,64.72,53.4,48.84,58.33,26.6,24.6,48.87,24.09,15.61,122.9,19.05,61.67,33.51,63.4,11.36,18.74
20241226,1272.87,21.35,117.6,40.38,31.25,45.19,148.53,183.8,21.45,29.8,27.0,54.28,33.31,14.1,21.65,61.5,19.15,20.75,96.91,65.12,53.9,48.75,58.33,26.35,24.35,48.23,24.46,15.43,125.0,19.45,61.61,33.56,64.6,11.56,18.74
20241225,1274.04,21.26,119.0,40.73,31.41,44.91,149.52,183.5,22.05,29.9,27.15,54.37,33.39,14.2,21.26,62.2,19.05,20.45,97.0,65.21,53.9,48.09,58.93,26.55,24.45,47.54,24.74,15.29,125.9,19.4,61.81,33.85,63.9,11.46,18.69
20241224,1260.36,20.89,118.5,40.77,30.97,44.95,149.12,182.6,22.7,30.0,26.7,54.08,33.39,13.85,20.78,61.3,19.05,20.2,96.61,65.21,53.6,47.71,57.9,25.95,24.0,45.23,24.93,14.96,125.0,19.25,61.61,33.46,63.8,11.17,18.45
20241223,1262.76,20.8,116.5,40.92,30.93,44.29,148.53,183.7,22.7,30.8,27.0,54.28,33.74,13.95,20.91,61.0,19.55,20.8,96.71,63.14,53.6,47.81,58.33,25.85,23.9,44.74,24.74,14.96,122.5,19.3,61.81,34.05,61.9,11.07,18.45
20241220,1257.5,20.72,115.4,40.73,28.98,44.43,148.23,184.0,22.7,30.2,26.7,54.18,33.22,13.85,20.87,60.6,19.65,21.0,96.41,62.95,53.8,47.71,58.07,26.25,23.8,44.94,24.74,14.82,122.5,19.25,61.87,33.9,61.7,11.07,18.4
20241219,1254.67,20.72,116.0,40.48,28.54,44.05,146.84,184.2,21.8,30.15,26.85,54.95,33.39,13.7,20.74,59.8,18.9,21.05,96.81,62.85,53.5,47.9,57.73,26.2,23.75,44.74,24.46,14.92,122.2,19.15,61.81,34.15,61.8,11.17,18.3
20241218,1266.0,21.01,116.2,41.07,28.54,44.53,147.44,185.9,21.9,30.5,27.35,55.05,33.39,13.7,21.04,60.2,19.25,21.6,96.91,62.95,54.2,48.46,58.16,26.2,24.2,44.54,24.09,15.15,122.5,19.25,62.27,34.2,62.4,11.07,18.5
20241217,1261.72,21.05,116.0,41.07,28.18,44.1,146.74,185.6,21.6,30.3,27.0,54.76,32.78,13.65,21.0,60.3,18.7,21.3,97.2,61.77,54.4,48.84,57.04,26.0,24.2,44.25,24.09,15.1,122.0,19.35,62.21,34.15,61.9,11.17,18.45
20241216,1263.79,21.01,115.5,40.38,28.42,44.24,148.63,186.0,21.75,30.2,27.0,55.05,33.13,13.6,20.96,61.0,18.7,21.5,97.6,62.36,54.6,47.81,56.78,26.1,24.3,44.35,23.61,15.1,120.7,19.5,62.27,34.35,61.5,11.07,18.59
20241213,1262.57,21.01,114.9,40.77,28.58,44.76,148.23,181.9,22.0,30.3,27.2,54.28,34.17,13.7,21.09,61.0,18.8,21.5,96.41,62.46,54.8,47.71,57.04,25.8,24.35,44.59,23.8,15.15,120.5,19.55,62.27,33.95,62.2,11.17,18.64
20241212,1267.35,21.14,116.4,41.37,28.78,45.33,148.92,182.5,22.2,30.4,27.5,54.47,34.59,13.85,21.13,60.0,18.6,21.65,96.21,62.65,55.8,48.09,56.61,26.0,24.25,43.76,24.18,15.24,122.2,19.95,62.54,34.2,62.8,11.27,18.79
20241211,1268.86,21.22,116.5,41.86,29.27,45.57,149.22,181.5,21.55,30.85,27.75,54.47,33.92,13.75,21.13,60.0,18.8,21.85,96.21,62.36,55.61,47.9,57.13,26.15,24.15,42.89,23.71,15.19,123.2,20.0,62.41,34.25,62.8,11.27,18.74
20241210,1272.07,21.18,116.2,42.15,29.39,45.76,148.23,181.9,21.7,30.65,27.9,55.05,34.84,13.8,21.09,60.8,19.2,22.0,96.41,63.05,56.09,47.99,57.81,26.25,24.05,42.79,23.8,15.24,124.0,20.5,63.21,34.35,62.99,11.36,18.74
20241209,1273.84,21.31,116.0,42.25,29.15,45.76,145.75,181.9,21.85,31.05,27.65,54.76,34.01,14.0,21.22,61.1,19.25,22.2,96.21,63.44,56.37,48.28,58.16,26.2,24.15,42.75,24.09,15.29,124.1,20.65,63.75,34.6,63.19,11.17,18.89
20241206,1270.14,21.43,115.2,42.5,29.11,46.42,148.23,181.5,21.45,30.2,27.6,54.37,33.92,13.55,21.17,61.1,18.5,22.0,95.81,63.44,55.42,47.52,58.16,26.35,24.15,42.75,24.09,15.15,124.5,21.0,63.01,34.55,64.74,11.27,18.84
20241205,1267.53,21.47,110.0,42.79,29.31,46.14,147.24,181.0,21.9,30.45,27.85,53.6,33.67,13.65,21.35,61.0,18.65,21.8,95.41,63.14,55.04,47.99,58.67,25.7,24.2,42.51,23.8,15.33,122.9,21.15,62.88,34.5,65.22,11.27,18.98
20241204,1240.41,20.93,107.9,42.1,28.98,46.28,142.28,179.0,21.45,28.85,26.7,51.96,33.67,13.45,20.74,58.1,18.0,20.4,93.63,62.36,54.09,47.71,57.64,24.05,23.45,42.79,23.14,14.73,126.2,20.1,62.54,32.27,64.54,11.07,18.5
20241203,1249.83,20.89,109.9,41.71,29.15,46.23,143.77,179.6,22.0,28.65,27.0,52.93,34.09,13.5,20.83,59.8,18.2,20.7,93.03,63.34,54.76,47.52,58.16,24.3,23.65,42.6,23.52,14.92,125.0,20.3,62.21,32.76,64.35,11.07,18.69
20241202,1251.21,21.01,109.8,42.35,28.9,46.04,140.99,179.8,22.65,28.6,26.9,53.6,33.59,13.5,21.0,60.4,18.25,20.85,93.43,63.14,54.0,47.43,57.3,24.45,23.65,42.46,23.71,15.01,118.8,20.2,63.01,32.91,64.06,10.87,18.69
20241129,1250.46,21.05,109.5,42.6,27.93,45.66,142.09,178.5,22.5,28.7,26.75,53.51,34.01,13.4,21.0,60.5,18.4,21.2,92.33,62.95,53.52,47.81,57.64,24.55,23.6,42.31,23.52,15.1,119.5,20.3,62.41,32.86,63.77,10.97,18.64
20241128,1242.11,21.01,107.7,40.53,27.85,44.34,137.26,176.9,21.65,28.9,26.4,52.93,32.25,13.4,20.87,60.0,18.4,21.15,92.23,61.17,53.62,47.71,57.47,24.3,23.6,42.31,23.33,15.15,117.6,20.3,61.94,32.81,62.31,10.97,18.55
20241127,1241.97,20.93,106.9,40.77,27.93,44.34,136.77,173.6,21.6,29.2,26.3,53.02,32.25,13.45,20.96,60.2,18.5,21.3,92.43,61.08,53.9,47.81,57.47,24.3,23.5,42.27,23.33,15.06,116.7,20.3,62.01,33.11,62.8,10.97,18.55
20241126,1242.13,20.89,106.7,40.23,27.93,44.29,133.13,173.1,21.7,28.55,26.35,53.31,32.33,13.45,20.96,60.0,18.65,21.3,92.23,61.08,54.09,47.24,57.21,24.6,23.55,42.02,23.43,15.06,116.6,20.3,61.81,33.31,63.28,10.87,18.55
20241125,1234.7,20.8,107.0,40.13,27.97,43.68,131.85,173.5,21.65,28.55,26.3,53.31,32.25,13.55,20.83,59.0,18.25,20.95,92.33,61.08,54.28,47.52,57.39,24.5,23.5,42.12,23.43,15.06,118.9,20.05,61.07,33.26,61.83,10.87,18.55
20241122,1228.1,20.85,105.9,40.82,27.97,43.58,131.85,173.2,20.8,28.25,26.1,52.35,31.41,13.3,20.87,59.0,18.2,20.75,92.33,61.08,54.28,47.62,55.5,24.35,23.5,41.83,22.86,15.01,118.9,20.0,60.6,32.76,61.73,10.87,18.55
20241121,1228.33,20.76,107.0,40.82,27.89,43.44,130.96,169.9,21.05,28.25,25.85,52.35,31.41,13.25,20.87,58.7,18.6,21.05,93.43,61.47,53.05,47.9,55.76,24.6,23.2,42.51,23.05,15.15,119.6,20.05,60.54,32.96,62.12,10.97,18.69
20241120,1216.54,20.47,106.1,40.38,27.89,43.2,130.37,165.0,20.3,28.05,25.6,52.15,31.41,13.2,20.48,56.8,18.4,20.9,92.23,61.08,52.48,46.4,54.73,24.3,22.85,42.12,22.77,14.96,116.5,20.05,60.4,32.46,62.02,10.87,18.2
20241119,1205.15,20.3,106.5,39.94,27.89,43.34,128.01,163.0,20.05,27.2,25.45,51.77,31.41,13.2,20.13,57.5,18.3,20.1,91.14,59.89,52.48,46.02,53.87,23.85,22.4,41.3,22.58,14.73,117.1,20.0,60.2,32.02,63.28,10.78,18.01
20241118,1217.12,20.47,110.01,39.89,27.93,43.53,131.94,166.0,20.5,27.45,25.8,53.41,31.41,13.25,20.35,58.9,18.85,20.25,91.34,62.55,52.48,46.12,54.64,24.3,22.45,41.3,23.33,14.92,125.0,20.4,60.87,32.76,65.9,10.87,18.2
20241115,1218.57,20.39,110.2,40.58,27.93,43.77,131.85,166.0,20.3,27.3,25.9,53.99,31.33,13.2,20.44,59.9,18.05,19.95,90.84,62.06,52.29,46.02,55.76,23.95,22.45,41.35,23.52,14.54,129.5,20.3,61.34,32.07,65.7,10.87,18.2
20241114,1231.89,20.51,113.22,41.66,28.01,44.15,133.91,166.0,21.0,27.85,26.3,54.47,31.33,13.3,20.7,61.3,18.0,20.5,92.43,61.27,53.33,46.21,55.76,24.7,22.8,41.93,23.99,14.68,132.9,20.9,61.54,32.71,65.9,10.97,18.5
20241113,1246.04,20.8,113.51,42.4,28.18,43.11,135.69,167.1,20.1,28.8,27.05,55.05,31.49,13.3,21.0,61.9,18.9,21.1,92.43,64.03,53.9,46.3,56.1,25.45,23.15,41.98,23.8,15.06,138.2,21.3,61.87,34.35,66.87,10.97,18.84
20241112,1244.82,20.76,112.54,41.86,28.5,43.44,134.7,169.0,20.6,28.0,27.5,55.53,31.58,13.3,20.96,60.8,19.3,20.7,92.63,63.34,53.43,46.3,56.44,25.7,23.05,41.59,24.09,15.01,131.2,21.6,61.47,34.5,63.09,10.97,18.59
20241111,1250.32,20.76,112.15,42.45,28.66,43.91,136.18,169.0,20.75,28.45,27.7,55.53,31.33,13.3,21.13,63.0,19.35,20.85,92.33,64.62,53.62,46.49,55.76,25.7,23.2,42.22,24.37,15.1,129.4,21.6,61.54,34.4,64.06,10.97,18.69
20241108,1252.56,20.8,108.93,42.74,28.86,43.68,133.72,170.0,20.2,28.1,27.0,55.05,31.41,13.2,21.35,65.0,19.6,21.35,92.43,63.74,53.05,46.02,55.41,26.1,23.6,42.27,23.9,15.52,131.2,21.55,61.67,34.25,63.28,11.17,18.98
20241107,1259.75,20.97,109.52,42.79,28.94,43.25,133.03,170.0,19.97,28.2,26.95,55.73,31.58,13.4,21.57,65.4,19.85,21.7,92.73,61.57,53.05,46.12,55.33,26.35,23.85,42.31,23.61,15.66,128.1,21.55,62.34,34.4,60.86,11.27,19.18
20241106,1261.28,20.97,108.74,43.14,28.74,43.34,132.54,172.5,20.14,27.8,26.95,56.02,31.91,13.55,21.61,65.6,19.85,21.3,93.72,61.96,53.62,46.02,54.81,26.45,23.9,41.88,23.71,15.8,125.1,21.35,62.14,34.7,60.96,11.56,19.32
20241105,1245.76,20.68,107.47,41.37,28.34,42.92,130.57,170.9,19.48,27.65,26.5,53.6,31.24,13.15,21.26,65.6,19.75,21.15,92.93,60.29,51.72,46.02,54.55,26.15,23.45,41.78,23.15,15.43,124.5,21.1,61.94,33.85,59.21,11.27,19.18
20241104,1244.71,20.68,107.57,41.66,28.3,43.11,130.76,170.9,19.59,27.45,26.3,53.8,31.24,13.25,21.26,65.1,19.75,20.95,92.13,60.29,51.91,45.93,54.9,26.25,23.45,42.22,23.06,15.43,124.0,21.7,61.87,34.15,59.6,11.17,19.18
20241101,1254.89,20.8,108.45,41.96,28.42,43.34,132.54,169.9,19.42,27.3,26.55,54.08,31.41,13.3,21.39,66.0,20.2,20.9,90.84,61.27,52.57,45.93,53.18,26.2,23.7,42.55,22.97,15.89,124.2,21.55,62.54,33.66,60.57,11.27,19.62
20241031,1264.48,21.22,109.32,42.4,28.82,43.39,133.82,173.8,19.9,26.65,26.9,54.08,31.49,13.3,21.78,66.5,20.85,21.05,94.22,62.06,54.09,45.93,54.98,26.6,23.9,42.75,23.52,16.13,126.8,21.6,62.61,34.4,60.86,11.36,19.91
20241030,1258.63,20.97,108.45,42.35,28.58,43.68,133.82,171.2,19.97,26.65,27.0,53.31,31.41,13.3,21.74,66.0,20.85,21.25,94.92,61.08,52.67,45.93,55.76,26.35,24.0,42.31,23.15,16.08,127.9,21.5,61.34,34.1,61.44,11.27,19.71
20241029,1261.78,21.05,109.23,42.94,28.09,43.34,133.32,171.9,19.83,26.55,27.05,51.86,31.49,13.35,21.74,66.5,20.95,21.15,95.71,60.88,52.86,46.12,55.41,26.7,23.75,42.31,23.24,15.94,129.3,21.7,61.54,34.4,61.34,11.27,19.71
20241028,1254.77,21.01,107.57,42.15,27.89,43.3,132.83,169.0,19.38,26.7,26.75,51.57,31.41,13.3,21.57,65.5,21.05,21.6,94.32,58.61,52.2,45.93,54.3,26.8,23.65,42.31,22.78,16.03,127.7,21.7,61.54,34.4,60.57,11.36,19.57
20241025,1252.72,20.8,106.21,41.91,27.89,43.49,131.94,168.5,19.42,26.6,26.45,51.09,31.41,13.4,21.44,65.5,21.4,21.65,93.53,58.12,52.48,45.65,54.04,26.7,23.5,42.46,22.41,15.89,126.6,21.75,61.41,34.25,60.67,11.17,19.57
20241024,1257.41,20.89,107.57,42.25,27.61,43.34,132.24,170.8,19.45,26.65,26.45,50.99,31.66,13.25,21.48,65.4,21.25,21.35,93.43,57.92,52.95,45.74,54.47,26.8,23.65,42.22,22.41,15.89,126.6,21.8,61.34,34.25,61.44,11.27,19.47
20241023,1270.9,21.22,108.06,42.84,29.27,43.58,132.14,172.0,19.45,26.95,26.45,52.54,31.74,13.4,21.96,65.7,21.6,21.6,93.23,59.01,53.33,45.83,54.3,26.9,24.2,42.27,22.69,16.45,126.1,21.9,61.2,35.1,61.93,11.56,19.91
20241022,1269.89,21.22,108.16,43.24,29.43,43.96,131.06,174.0,19.42,26.55,26.65,52.06,31.74,13.3,21.96,66.3,21.5,20.9,92.43,59.11,52.76,45.83,54.13,26.7,24.2,42.31,22.6,16.13,127.4,22.0,61.14,35.19,62.31,11.46,20.05
20241021,1279.77,21.56,110.01,44.76,29.63,44.95,133.42,175.9,19.66,26.75,26.75,53.7,32.42,13.45,22.22,65.8,21.6,20.6,94.02,59.5,53.71,46.02,54.98,26.9,24.15,42.31,22.6,16.31,130.7,22.0,61.54,35.34,61.34,11.66,20.1
20241018,1285.46,21.81,110.98,44.76,29.43,45.62,134.9,177.3,19.9,27.5,26.95,53.99,31.74,13.6,22.39,65.7,22.25,20.9,94.32,60.39,54.95,46.49,55.58,27.35,24.45,42.22,23.06,16.59,132.0,22.1,61.81,35.84,60.96,11.76,20.01
20241017,1286.52,21.85,111.56,45.35,29.63,45.48,134.9,178.0,19.76,27.95,27.25,53.8,31.74,13.7,22.52,65.8,22.45,21.05,94.52,60.68,54.95,46.49,55.67,27.45,24.35,42.22,23.15,16.69,132.8,22.2,61.67,36.44,60.96,11.56,20.35
20241016,1279.48,21.51,112.15,45.35,29.75,45.66,134.21,178.0,19.48,27.55,27.1,53.99,31.33,13.75,22.17,65.5,21.8,19.7,94.02,60.58,55.04,46.3,55.67,27.1,24.2,42.46,22.32,16.31,133.2,22.35,61.2,35.49,60.76,11.46,20.3
20241015,1281.08,21.6,112.34,44.42,29.84,45.48,134.9,179.0,19.83,27.55,27.15,53.99,31.41,13.8,22.31,64.4,21.85,20.1,93.53,60.09,55.99,46.02,55.93,27.25,24.25,42.55,22.32,16.27,131.5,22.3,61.14,35.74,61.25,11.56,20.3
20241014,1286.34,21.68,113.12,44.81,30.0,45.57,135.49,179.9,20.07,27.7,27.05,53.99,31.49,14.0,22.48,63.6,21.65,20.9,94.12,60.88,56.85,46.21,56.53,27.65,24.35,42.31,22.69,16.27,133.6,22.35,61.14,36.44,61.25,11.46,20.1
20241011,1288.39,21.81,112.44,44.96,30.0,45.14,137.46,180.0,20.21,27.9,27.3,53.89,31.49,13.7,22.22,64.5,22.0,21.25,94.82,60.88,55.71,46.4,56.27,27.45,24.45,42.31,22.6,16.31,135.6,22.35,61.2,36.58,61.44,11.66,20.15
20241010,1286.36,21.89,112.73,44.62,30.12,44.95,139.53,179.5,20.24,27.55,27.25,54.47,31.49,13.7,22.17,65.0,21.6,20.8,94.92,60.88,55.23,45.93,56.18,27.55,24.55,42.6,22.69,16.27,133.2,22.35,61.47,36.14,61.54,11.66,20.01
20241009,1281.85,21.93,111.95,44.81,30.16,44.76,133.32,177.1,20.28,27.85,27.5,54.47,31.41,13.45,22.26,64.2,20.95,21.15,93.82,60.68,55.71,45.55,56.27,27.3,24.65,42.84,22.78,16.41,133.1,22.5,60.87,37.13,61.54,11.46,19.71
20241008,1271.98,21.31,110.88,44.22,30.12,44.76,131.75,177.0,20.17,27.65,26.95,53.99,31.41,13.45,21.91,65.2,21.3,21.05,94.22,59.89,55.33,45.65,56.27,27.4,24.4,42.94,22.32,16.36,128.2,22.5,61.2,37.03,60.37,11.46,19.57
20241007,1269.93,21.26,110.98,45.01,30.16,44.05,132.04,176.9,20.28,27.4,26.4,54.47,31.24,13.3,21.91,66.3,21.0,21.05,94.82,59.89,54.95,45.65,56.44,27.6,24.15,42.89,22.87,16.31,128.0,22.85,61.54,37.33,60.18,11.56,19.47
20241004,1270.6,21.22,110.49,45.31,30.2,43.91,132.04,177.0,20.14,27.35,26.2,54.28,31.24,13.25,21.83,66.4,20.65,20.8,94.82,58.22,55.23,45.36,56.87,27.3,24.05,43.13,22.87,16.08,128.0,22.55,61.74,35.99,60.08,11.56,19.47
20241003,1278.1,21.47,111.56,45.5,30.36,44.05,131.94,176.0,20.07,27.3,26.2,55.24,31.24,13.35,22.17,66.3,20.55,20.6,96.61,59.5,55.71,45.36,57.3,27.55,24.35,42.94,23.52,16.31,126.2,22.9,61.94,36.29,60.08,11.76,19.47
20241002,1287.84,21.56,112.93,45.9,30.2,44.29,133.32,177.0,20.79,27.95,26.3,55.53,31.41,13.6,22.35,67.4,21.5,21.2,97.4,59.89,57.03,45.74,57.81,27.6,24.9,43.13,24.08,16.31,126.8,23.05,62.01,36.14,61.73,11.46,19.18
20241001,1292.2,21.51,112.93,46.68,30.44,44.43,133.82,177.1,21.31,28.2,26.75,55.63,31.24,13.75,22.31,67.8,21.31,22.45,96.41,59.4,56.94,45.55,57.21,27.8,24.65,43.23,24.26,15.94,126.3,23.25,61.54,36.24,62.51,11.56,19.37
20240930,1287.94,21.51,112.44,46.14,30.08,44.58,132.44,178.0,21.62,27.95,26.35,55.63,31.24,13.7,22.35,68.1,21.07,22.5,96.8,59.8,56.94,45.55,57.13,27.9,24.2,43.28,24.45,16.03,126.4,23.0,61.54,36.44,62.7,11.56,19.57
20240927,1290.92,21.64,111.95,46.59,30.16,44.53,132.14,178.0,21.1,28.2,26.05,56.11,31.41,13.7,22.35,67.5,20.79,22.8,97.0,60.68,56.56,45.46,57.21,27.6,24.2,43.28,23.98,15.75,127.0,23.3,61.87,35.64,63.48,11.76,19.23
20240926,1291.49,21.72,112.05,46.98,30.16,44.53,132.24,179.0,21.17,28.85,26.05,56.89,31.24,13.7,22.35,68.3,20.79,22.8,97.29,60.88,57.32,45.93,57.81,27.5,24.1,43.56,24.45,15.52,128.58,23.4,61.87,35.89,63.67,11.56,19.08
20240925,1287.48,21.89,112.44,47.57,30.2,44.62,132.73,178.6,21.21,29.25,26.2,56.89,31.33,13.55,22.39,68.7,20.74,23.15,97.59,61.08,56.94,45.65,57.9,27.45,23.8,43.18,24.45,14.54,129.76,23.5,62.07,35.34,63.77,11.46,18.93
20240924,1276.99,21.56,112.44,47.18,30.32,44.58,132.44,178.9,21.24,28.8,25.85,57.27,31.33,13.41,21.96,68.1,20.6,22.55,97.39,61.08,57.13,45.74,57.13,26.6,23.55,43.13,24.08,14.36,130.74,23.15,61.0,34.25,64.06,11.27,18.69
20240923,1268.48,21.43,111.95,47.08,30.36,44.53,131.94,178.9,20.93,28.3,25.7,56.4,31.33,13.36,21.57,67.3,20.55,22.2,97.1,61.08,55.99,45.93,57.21,26.6,23.35,43.23,24.08,14.22,126.43,23.15,60.8,33.95,63.96,11.17,18.5
20240920,1272.04,21.43,112.24,47.18,30.44,44.53,133.22,178.9,21.48,28.7,25.65,56.5,31.33,13.36,21.52,68.0,19.89,22.2,96.8,61.08,55.61,45.08,57.13,26.23,23.55,43.18,24.17,14.06,129.95,23.45,60.6,34.25,63.38,11.17,18.45
20240919,1271.27,20.72,111.56,46.78,30.44,44.34,133.13,180.5,21.27,28.75,25.25,56.69,31.41,13.46,21.22,68.2,20.17,22.4,96.9,61.08,56.28,44.42,56.7,26.23,23.2,43.13,24.26,14.18,131.72,23.75,61.2,34.35,62.31,11.17,18.25
20240918,1264.9,20.6,110.59,46.64,30.08,44.05,132.54,179.8,19.9,28.0,25.1,56.4,31.41,13.27,21.22,68.2,19.94,21.75,97.98,61.47,56.28,44.42,56.44,26.08,23.0,42.99,23.71,14.18,130.54,23.95,60.87,34.25,62.22,11.07,18.16
20240917,1258.95,20.47,110.78,46.19,29.96,44.24,130.86,177.2,19.79,28.2,25.25,56.21,31.41,13.41,21.09,66.8,19.6,21.75,97.98,61.67,55.23,44.52,55.67,25.53,22.75,43.28,23.8,14.1,122.02,23.8,60.54,33.9,62.22,10.97,18.16
20240916,1239.26,20.18,109.13,45.5,29.92,44.05,129.09,177.0,19.62,27.55,24.85,55.82,31.33,13.17,20.78,66.1,19.56,20.7,97.49,60.88,54.95,44.52,55.5,25.06,22.2,43.23,23.34,13.98,121.43,23.2,59.47,32.27,62.02,10.87,17.86
20240913,1251.71,20.39,110.49,45.6,30.04,44.01,130.96,179.0,19.9,27.6,25.0,56.4,31.33,13.17,20.78,67.2,19.56,21.5,97.78,61.27,54.95,44.33,56.36,25.22,22.2,43.52,24.08,14.1,122.41,23.5,60.13,33.16,62.99,10.87,17.96
20240912,1256.35,20.43,110.49,45.53,30.04,44.05,130.27,178.9,19.97,27.7,25.1,56.31,31.49,13.22,20.87,67.5,19.46,21.15,97.39,61.27,55.04,44.24,56.36,25.18,22.3,43.28,24.26,14.1,121.82,23.3,59.87,33.16,63.28,10.97,18.01
20240911,1253.27,20.18,109.91,46.29,30.12,43.86,128.6,180.5,19.76,27.75,25.35,56.21,31.33,13.07,20.78,67.8,19.56,21.15,97.19,60.98,54.85,44.24,55.84,25.37,22.1,43.28,24.45,13.87,120.45,23.3,59.13,33.45,62.89,10.97,17.77
20240910,1255.23,20.26,110.01,46.89,29.88,44.29,128.01,181.0,19.76,28.1,25.15,56.6,31.66,13.07,20.65,67.8,19.27,20.9,97.0,60.78,54.76,43.86,55.76,25.29,22.25,43.28,24.54,13.83,120.55,23.3,59.53,33.75,62.8,10.97,17.67
20240909,1267.73,20.43,110.49,46.96,30.28,44.24,129.29,182.0,19.83,28.6,25.6,56.98,31.66,13.12,20.83,67.5,20.46,21.7,97.49,62.36,55.33,44.14,56.7,25.69,22.65,42.99,24.54,13.67,121.82,23.5,60.33,34.25,63.19,10.97,17.86
20240906,1273.96,20.55,110.98,46.59,29.96,44.53,130.07,182.4,20.04,28.75,25.4,56.69,31.74,13.22,20.87,68.0,20.74,21.6,97.59,63.05,54.19,44.14,56.27,26.08,22.8,42.99,24.63,13.75,121.92,23.6,60.33,34.75,63.19,11.07,17.96
20240905,1268.21,20.47,110.69,46.29,30.0,45.38,128.6,182.5,20.04,27.9,25.05,56.98,31.83,13.17,20.83,67.9,20.27,21.85,98.08,63.05,54.09,44.42,56.01,25.84,22.8,43.28,23.98,13.67,122.41,23.45,60.27,34.36,63.09,10.87,17.82
